web-scraper-order,web-scraper-start-url,product_name,test_methodology,price,price-href,release_year,neutral_sound,wireless_gaming,headphone_type,comfort,weight,controls_rating,os_compatibility,controls_ease_of_use,breathability,portability,build_quality,frequency_response_consistency,frc_std,peaks_dips,imaging,battery,app_support,ios_support,android_support,macos_support,windows_support,bluetooth_rating,bluetooth_version,latency_aptx,latency_sbc,aac_support,brand_name
"1702359442-145","https://www.rtings.com/headphones/tools/table/126803","Bowers & Wilkins PX7 Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B07WK6SGZC?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2019","6.6","5.4","Over-ear","7.5","0.7 lbs","7.7","Not OS specific","Good","6.5","5.9","8.0","5.9","0.98 dB","6.0","8.0","8.6","6.5","Yes","Yes","No","No","8.2","5.0","219 ms","229 ms","","Bowers & Wilkins"
"1702359442-146","https://www.rtings.com/headphones/tools/table/126803","Skullcandy Sesh ANC True Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B08XZNGQ91?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2022","7.4","5.6","In-ear","7.0","0.03 lbs","7.7","Not OS specific","Good","","9.4","7.5","9.0","0.2 dB","6.4","9.1","6.6","7.5","Yes","No","No","No","7.0","5.2","N/A","232 ms","","Skullcandy"
"1702359442-147","https://www.rtings.com/headphones/tools/table/126803","Audeze Mobius","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B07B8Z8S85?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2018","7.6","6.2","Over-ear","7.5","0.8 lbs","7.4","Not OS specific","Okay","6.2","5.6","7.5","6.6","0.73 dB","7.9","8.4","7.2","7.0","No","No","Yes","Yes","6.8","4.2","N/A","241 ms","","Audeze"
"1702359442-148","https://www.rtings.com/headphones/tools/table/126803","Audeze Penrose Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B08D9PBR9X?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2020","7.5","7.5","Over-ear","7.5","0.82 lbs","7.4","Not OS specific","Okay","4.8","5.5","7.5","7.4","0.52 dB","7.6","8.2","7.6","7.0","Yes","Yes","Yes","Yes","8.0","5.0","N/A","251 ms","","Audeze"
"1702359442-149","https://www.rtings.com/headphones/tools/table/126803","Wyze Wireless Gaming Headset","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B0BJNQL11R?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2023","6.9","7.0","Over-ear","7.0","0.68 lbs","7.1","Not OS specific","Good","","5.5","7.0","5.8","1.04 dB","5.9","8.1","8.5","0.0","No","No","No","No","8.4","5.2","N/A","205 ms","","Wyze"
"1702359442-150","https://www.rtings.com/headphones/tools/table/126803","Sony WH-CH510 Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B07WSKKYPR?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2019","7.5","5.3","On-ear","6.5","0.3 lbs","6.8","Not OS specific","Good","8.3","6.4","6.0","7.6","0.47 dB","7.0","7.9","7.0","0.0","No","No","No","No","7.6","5.0","N/A","210 ms","","Sony"
"1702359442-151","https://www.rtings.com/headphones/tools/table/126803","Sony WH-CH520 Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B0BTJ9WHL9?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2023","7.4","5.7","On-ear","7.0","0.32 lbs","6.8","Not OS specific","Good","","6.4","6.5","7.2","0.57 dB","7.7","8.3","8.2","7.5","Yes","Yes","No","No","8.3","5.2","N/A","312 ms","","Sony"
"1702359442-152","https://www.rtings.com/headphones/tools/table/126803","Razer Kraken V3 Pro Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B09HJB6R4Z?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2021","7.5","7.6","Over-ear","7.0","0.8 lbs","5.7","Not OS specific","Good","","5.4","7.5","6.2","0.84 dB","7.7","7.7","9.2","8.0","No","No","No","Yes","0.0","No Bluetooth","N/A","N/A","","Razer"
"1702359442-153","https://www.rtings.com/headphones/tools/table/126803","Beats Solo Pro Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B07YVYNM3N?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2019","7.7","5.6","On-ear","6.5","0.59 lbs","7.7","Not OS specific","Good","8.4","5.7","8.0","7.7","0.45 dB","7.9","8.6","7.2","4.5","Yes","Yes","No","No","7.1","5.0+H1 chip","N/A","216 ms","","Beats"
"1702359442-154","https://www.rtings.com/headphones/tools/table/126803","Audio-Technica ATH-M50xBT2 Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B09BYFHL25?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2021","7.7","6.1","Over-ear","7.5","0.68 lbs","6.9","Not OS specific","Okay","6.4","5.9","7.5","7.2","0.56 dB","6.9","8.7","8.4","8.0","Yes","Yes","No","No","8.7","5.0","N/A","212 ms","","Audio-Technica"
"1702359442-155","https://www.rtings.com/headphones/tools/table/126803","Sony INZONE H9 Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B0B1TDHLPT?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2022","6.4","7.2","Over-ear","7.0","0.72 lbs","8.3","Not OS specific","Decent","","5.2","7.0","6.0","0.94 dB","6.3","8.5","8.4","8.0","No","No","No","Yes","8.4","5.0","N/A","213 ms","","Sony"
"1702359442-156","https://www.rtings.com/headphones/tools/table/126803","Bose Sport Earbuds Truly Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B08CJCLV4F?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2020","7.3","5.6","Earbuds","7.5","0.03 lbs","6.8","Not OS specific","Great","9.2","9.5","8.0","8.0","0.39 dB","7.1","8.8","6.2","7.0","Yes","Yes","No","No","6.6","5.1","N/A","329 ms","","Bose"
"1702359442-157","https://www.rtings.com/headphones/tools/table/126803","AfterShokz Aeropex Bone Conduction","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B07RQLRTR4?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2020","4.3","4.8","Bone Conduction","7.5","0.06 lbs","6.8","Not OS specific","Good","10","7.1","7.5","5.3","1.78 dB","4.6","3.4","7.1","0.0","No","No","No","No","8.4","5.0","N/A","228 ms","","AfterShokz"
"1702359442-158","https://www.rtings.com/headphones/tools/table/126803","Sony Float Run Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B0BTR2DLWV?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2023","5.7","4.9","On-ear","6.5","0.07 lbs","6.8","Not OS specific","Good","","6.6","7.0","9.0","0.2 dB","5.8","5.3","6.7","0.0","No","No","No","No","7.0","5.0","N/A","194 ms","","Sony"
"1702359442-159","https://www.rtings.com/headphones/tools/table/126803","Anker Soundcore Liberty 3 Pro Truly Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B09CG3B9SW?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2021","6.6","5.5","In-ear","7.5","0.03 lbs","7.7","Not OS specific","Good","","9.4","7.5","8.4","0.31 dB","7.4","8.8","7.0","8.0","Yes","Yes","No","No","8.2","5.2","N/A","323 ms","","Anker"
"1702359442-160","https://www.rtings.com/headphones/tools/table/126803","Skullcandy Push Active True Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B08X22SQ9B?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2021","7.5","5.8","In-ear","7.5","0.04 lbs","7.0","Not OS specific","Okay","","9.1","7.5","9.0","0.21 dB","8.3","9.3","7.0","8.0","Yes","Yes","No","No","6.9","5.2","N/A","233 ms","","Skullcandy"
"1702359442-161","https://www.rtings.com/headphones/tools/table/126803","JBL Endurance Peak II True Wireless","v1.5","SEE PRICE","https://shop-links.co/1783688068444766676?u1=rtings","2020","7.0","5.4","In-ear","6.5","0.06 lbs","6.4","Not OS specific","Subpar","9.2","9.2","7.5","8.8","0.24 dB","7.6","8.5","7.3","0.0","No","No","No","No","6.9","5.0","N/A","297 ms","","JBL"
"1702359442-162","https://www.rtings.com/headphones/tools/table/126803","JBL Endurance Peak 3 True Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B0BQPW9R9H?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2023","6.8","5.4","In-ear","6.5","0.06 lbs","6.0","Not OS specific","Decent","","9.1","8.0","9.1","0.19 dB","7.8","8.8","8.0","7.5","Yes","Yes","No","No","6.9","5.2","N/A","294 ms","","JBL"
"1702359442-163","https://www.rtings.com/headphones/tools/table/126803","Corsair HS70 Bluetooth","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B08JCYY8M5?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2020","7.0","6.0","Over-ear","7.5","0.8 lbs","7.0","Not OS specific","Good","","5.4","8.0","6.2","0.85 dB","6.7","8.0","7.9","7.5","No","No","Yes","Yes","7.1","5.0","N/A","231 ms","","Corsair"
"1702359442-164","https://www.rtings.com/headphones/tools/table/126803","OnePlus Buds Pro Truly Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B09BSVTJJ9?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2021","7.5","5.8","In-ear","7.5","0.02 lbs","6.3","Not OS specific","Good","9.2","9.4","7.5","8.7","0.26 dB","7.7","9.1","5.9","7.5","Yes","Yes","No","No","8.1","5.2","N/A","273 ms","","OnePlus"
"1702359442-165","https://www.rtings.com/headphones/tools/table/126803","EarFun Air Pro True Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B08J3XYKFW?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2020","7.6","5.7","In-ear","7.5","0.03 lbs","6.2","Not OS specific","Decent","9.2","9.3","7.5","9.0","0.2 dB","8.5","9.5","7.5","0.0","No","No","No","No","6.9","5.0","N/A","215 ms","","EarFun"
"1702359442-166","https://www.rtings.com/headphones/tools/table/126803","Samsung Galaxy Buds Pro Truly Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B08MWZHHKP?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2021","7.1","5.6","In-ear","7.5","0.03 lbs","6.2","Not OS specific","Decent","9.2","9.5","7.5","9.4","0.12 dB","7.7","9.1","5.7","7.5","No","Yes","No","Yes","7.0","5.0","N/A","337 ms","","Samsung"
"1702359442-167","https://www.rtings.com/headphones/tools/table/126803","SteelSeries Arctis 9X Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B07RJHH6Q8?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2019","7.8","7.7","Over-ear","7.5","0.82 lbs","7.7","Not OS specific","Decent","6.3","5.4","6.0","5.3","1.47 dB","7.9","8.2","8.1","8.0","No","No","Yes","Yes","8.3","4.1","N/A","249 ms","","SteelSeries"
"1702359442-168","https://www.rtings.com/headphones/tools/table/126803","AKG N700NC M2 Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B07X1DWBVW?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2019","8.0","6.1","Over-ear","7.5","0.61 lbs","7.5","Not OS specific","Decent","","6.2","7.5","7.3","0.54 dB","8.1","8.7","8.4","7.5","Yes","Yes","No","No","8.4","4.2","N/A","197 ms","","AKG"
"1702359442-169","https://www.rtings.com/headphones/tools/table/126803","Razer Opus Wireless 2021","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B092CHLQHZ?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2021","7.6","5.9","Over-ear","7.5","0.61 lbs","7.7","Not OS specific","Good","","6.0","8.0","7.9","0.42 dB","6.9","8.3","9.2","7.0","Yes","Yes","No","No","6.9","5.0","N/A","186 ms","","Razer"
"1702359442-170","https://www.rtings.com/headphones/tools/table/126803","Jabra Elite Active 75t Truly Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B082Y214W3?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2020","6.9","5.9","In-ear","7.5","0.03 lbs","8.0","Not OS specific","Decent","9.2","9.6","8.0","9.8","0.04 dB","6.8","9.1","6.7","7.5","Yes","Yes","No","No","8.0","5.0","N/A","262 ms","","Jabra"
"1702359442-171","https://www.rtings.com/headphones/tools/table/126803","Apple AirPods (2nd generation) Truly Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B07PXGQC1Q?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2019","6.6","5.4","Earbuds","7.5","0.02 lbs","4.3","Not OS specific","Subpar","9.2","9.6","8.0","5.6","1.13 dB","7.2","8.5","6.6","5.0","Yes","No","Yes","No","6.8","5.0+H1 chip","N/A","176 ms","","Apple"
"1702359442-172","https://www.rtings.com/headphones/tools/table/126803","Logitech G533 Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B01MXE0FKC?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2016","7.7","7.6","Over-ear","7.5","0.8 lbs","5.4","Not OS specific","Decent","6.5","5.7","7.5","5.7","1.08 dB","8.0","8.0","8.0","8.0","No","No","Yes","Yes","0.0","No Bluetooth","N/A","N/A","","Logitech"
"1702359442-173","https://www.rtings.com/headphones/tools/table/126803","SteelSeries Arctis Pro Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B079YBKT3H?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2018","8.2","7.9","Over-ear","7.5","0.8 lbs","7.8","Not OS specific","Good","5.3","5.5","6.0","5.5","1.18 dB","7.8","8.8","8.8","7.5","No","No","Yes","Yes","8.4","4.1","N/A","129 ms","","SteelSeries"
"1702359442-174","https://www.rtings.com/headphones/tools/table/126803","Corsair HS75 XB WIRELESS","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B08JD18Q4Q?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2020","6.9","7.0","Over-ear","7.5","0.83 lbs","6.0","Xbox One","Good","","5.4","8.0","6.3","0.83 dB","7.0","7.3","8.4","0.0","No","No","No","No","0.0","No Bluetooth","N/A","N/A","","Corsair"
"1702359442-175","https://www.rtings.com/headphones/tools/table/126803","Logitech G933 Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B0148NPJ78?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2015","7.3","7.6","Over-ear","7.5","0.8 lbs","7.1","iOS","Decent","6.7","5.2","7.5","5.5","1.23 dB","7.4","7.5","8.1","9.0","No","No","Yes","Yes","0.0","No Bluetooth","N/A","N/A","","Logitech"
"1702359442-176","https://www.rtings.com/headphones/tools/table/126803","Logitech G935 Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B07MP4HT95?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2019","7.7","7.4","Over-ear","7.5","0.85 lbs","5.7","Not OS specific","Decent","4.9","5.5","7.5","5.6","1.12 dB","7.5","8.5","8.1","9.0","No","No","Yes","Yes","0.0","No Bluetooth","N/A","N/A","","Logitech"
"1702359442-177","https://www.rtings.com/headphones/tools/table/126803","Astro A50 Gen 4 Wireless 2019","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B07R4Q8FQY?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2019","8.1","8.3","Over-ear","8.0","0.8 lbs","6.2","Not OS specific","Good","6.4","5.3","8.0","8.6","0.29 dB","7.5","8.0","8.0","6.0","No","No","Yes","Yes","0.0","No Bluetooth","N/A","N/A","","Astro"
"1702359442-178","https://www.rtings.com/headphones/tools/table/126803","Avantree HT5009 Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B07MKBGH2V?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2019","5.6","6.0","Over-ear","6.5","0.44 lbs","6.6","Not OS specific","Decent","","5.6","6.5","5.3","1.6 dB","4.8","6.9","8.8","0.0","No","No","No","No","7.2","4.0","N/A","117 ms","","Avantree"
"1702359442-179","https://www.rtings.com/headphones/tools/table/126803","Insignia Digital Wireless Headphones","v1.5","SEE PRICE","https://shop-links.co/1788966003107134105?u1=rtings","2019","6.2","5.5","Over-ear","7.0","0.47 lbs","5.1","Not OS specific","Decent","","5.6","6.5","5.3","1.6 dB","5.5","8.3","6.8","0.0","No","No","No","No","0.0","No Bluetooth","N/A","N/A","","Insignia"
"1702359442-180","https://www.rtings.com/headphones/tools/table/126803","Raycon E55 Truly Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B07YCSGNQV?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2019","5.6","4.8","In-ear","7.0","0.02 lbs","6.5","Not OS specific","Decent","9.2","9.4","7.0","8.3","0.33 dB","6.6","7.9","6.0","0.0","No","No","No","No","6.9","5.0","N/A","318 ms","","Raycon"
"1702359442-181","https://www.rtings.com/headphones/tools/table/126803","Sony WH-1000XM2 Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B074KDJVS2?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2017","7.4","5.9","Over-ear","7.5","0.61 lbs","7.2","Not OS specific","Okay","6.4","6.1","8.0","8.0","0.4 dB","7.0","8.7","8.4","8.5","Yes","Yes","No","No","7.4","4.1","230 ms","304 ms","","Sony"
"1702359442-182","https://www.rtings.com/headphones/tools/table/126803","JBL Live 460NC Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B08WR6YDKP?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2021","7.6","5.8","On-ear","7.0","0.47 lbs","7.7","Not OS specific","Good","8.2","6.4","7.5","7.6","0.48 dB","7.3","7.4","8.7","8.0","Yes","Yes","No","No","8.4","5.0","N/A","158 ms","","JBL"
"1702359442-183","https://www.rtings.com/headphones/tools/table/126803","Skullcandy Riff Wireless 2","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B0B75RQ5P8?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2022","7.2","5.7","On-ear","6.5","0.34 lbs","6.8","Not OS specific","Good","","8.3","5.5","8.0","0.39 dB","6.0","8.7","9.0","7.5","Yes","Yes","No","No","8.4","5.2","N/A","247 ms","","Skullcandy"
"1702359442-184","https://www.rtings.com/headphones/tools/table/126803","HyperX Cloud Flight","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B077ZGRY9V?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2019","7.1","7.3","Over-ear","7.5","0.6 lbs","5.8","Not OS specific","Decent","6.4","5.8","7.0","5.6","1.13 dB","7.1","8.1","8.7","5.5","No","No","No","Yes","0.0","No Bluetooth","N/A","N/A","","HyperX"
"1702359442-185","https://www.rtings.com/headphones/tools/table/126803","Anker Soundcore Life A2 NC Truly Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B08KDX5H5Z?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2021","6.7","5.7","In-ear","7.5","0.03 lbs","6.0","Not OS specific","Decent","9.2","9.3","7.5","8.9","0.23 dB","7.5","9.1","7.2","8.0","Yes","Yes","No","No","7.0","5.0","N/A","222 ms","","Anker"
"1702359442-186","https://www.rtings.com/headphones/tools/table/126803","Jabra Elite 5 True Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B0B815HPV1?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2022","6.5","5.6","In-ear","7.0","0.02 lbs","8.0","Not OS specific","Decent","","9.5","7.5","8.9","0.23 dB","6.7","7.5","7.7","7.5","Yes","Yes","No","No","8.5","5.2","232 ms","257 ms","","Jabra"
"1702359442-187","https://www.rtings.com/headphones/tools/table/126803","Sennheiser PXC 550-II Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B07ZPQQCVX?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2019","7.4","5.8","Over-ear","7.5","0.51 lbs","7.6","Not OS specific","Good","7.3","6.5","7.5","7.0","0.61 dB","7.1","8.4","8.8","6.5","Yes","Yes","No","No","8.2","5.0","103 ms","164 ms","","Sennheiser"
"1702359442-188","https://www.rtings.com/headphones/tools/table/126803","SteelSeries Arctis 3 2019 Edition Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B07GTVK5W3?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2018","7.4","5.7","Over-ear","7.5","0.65 lbs","7.1","Not OS specific","Good","6.3","5.2","7.0","5.3","1.88 dB","7.6","8.2","7.6","0.0","No","No","No","No","6.9","4.1","N/A","130 ms","","SteelSeries"
"1702359442-189","https://www.rtings.com/headphones/tools/table/126803","SteelSeries Arctis 1 Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B07X96DFR5?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2019","7.5","7.3","Over-ear","7.0","0.6 lbs","7.1","Not OS specific","Good","","5.4","6.5","5.3","1.5 dB","7.6","7.2","8.3","7.5","No","No","Yes","Yes","0.0","No Bluetooth","N/A","N/A","","SteelSeries"
"1702359442-190","https://www.rtings.com/headphones/tools/table/126803","Sennheiser Momentum 3 Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B07VW98ZKG?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2019","7.8","6.0","Over-ear","7.5","0.7 lbs","7.5","Not OS specific","Decent","6.3","6.0","8.0","7.1","0.6 dB","7.1","7.7","8.0","7.5","Yes","Yes","No","No","8.9","5.0","186 ms","195 ms","","Sennheiser"
"1702359442-191","https://www.rtings.com/headphones/tools/table/126803","JBL CLUB PRO+ TWS True Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B08LT8HJXJ?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2020","7.6","6.1","In-ear","7.5","0.03 lbs","6.5","Not OS specific","Decent","9.2","9.3","8.0","9.6","0.08 dB","8.5","7.5","7.5","8.0","Yes","Yes","No","No","7.1","5.1","N/A","179 ms","","JBL"
"1702359442-192","https://www.rtings.com/headphones/tools/table/126803","JBL Live Pro+ TWS True Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B092C5CX71?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2021","7.0","5.8","In-ear","7.5","0.02 lbs","8.0","Not OS specific","Good","9.2","9.6","7.5","8.7","0.26 dB","8.3","9.2","7.3","8.0","Yes","Yes","No","No","6.9","5.0","N/A","267 ms","","JBL"
